date,shift_group,alignment_variable,n_valid,optimal_shift_s,peak_r,peak_r_raw,zero_lag_r,peak_margin,second_peak_r,monotonic_halfwidth_s,left_halfwidth_s,right_halfwidth_s,concavity_fraction,decision,reason,n_vars_shifted
2020-09-03,CCN,In-situ_Cloud_Condensation_Nuclei_Concentrations_From_the_DMT_CCN_Counter_on_the_NASA_HU-25_Falcon_N_CCN_stdPT,0,,,,,,,,,,,SKIP,n_valid=0<300; peak_r<0.2; monotonic_halfwidth_s<5,0
2020-09-03,Optical,In-situ_optical_aerosol_measurements_from_the_NASA_HU-25_Sc550_total,5345,30.0,0.915,0.9153,0.8847,0.0014,0.9136,0.0,60.0,0.0,0.9091,SKIP,monotonic_halfwidth_s<5,0
2020-09-10,AMS,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_Ave_IsoK_STP,9162,7.0,0.2315,0.2342,0.2154,0.0122,0.2193,23.0,37.0,23.0,0.8571,SHIFT,,14
2020-09-10,AMS-CVI,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_frac_CVI,220,30.0,-0.1593,-0.1673,-0.2354,0.0149,-0.1742,0.0,23.0,0.0,0.8182,SKIP,n_valid=220<300; peak_r<0.2; monotonic_halfwidth_s<5,0
2020-09-10,CCN,In-situ_Cloud_Condensation_Nuclei_Concentrations_From_the_DMT_CCN_Counter_on_the_NASA_HU-25_Falcon_N_CCN_stdPT,0,,,,,,,,,,,SKIP,n_valid=0<300; peak_r<0.2; monotonic_halfwidth_s<5,0
2020-09-10,Optical,In-situ_optical_aerosol_measurements_from_the_NASA_HU-25_Sc550_total,2379,-3.0,0.629,0.6609,0.5944,0.1119,0.5171,26.0,26.0,33.0,0.7619,SHIFT,,20
2020-09-11,AMS,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_Ave_IsoK_STP,8904,4.0,0.3317,0.3332,0.3194,0.0043,0.3275,26.0,34.0,26.0,0.9048,SHIFT,,14
2020-09-11,AMS-CVI,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_frac_CVI,248,-30.0,-0.0736,-0.0611,-0.1886,0.0439,-0.1174,0.0,0.0,16.0,0.8182,SKIP,n_valid=248<300; peak_r<0.2; monotonic_halfwidth_s<5,0
2020-09-11,CCN,In-situ_Cloud_Condensation_Nuclei_Concentrations_From_the_DMT_CCN_Counter_on_the_NASA_HU-25_Falcon_N_CCN_stdPT,0,,,,,,,,,,,SKIP,n_valid=0<300; peak_r<0.2; monotonic_halfwidth_s<5,0
2020-09-11,Optical,In-situ_optical_aerosol_measurements_from_the_NASA_HU-25_Sc550_total,9800,-1.0,0.1845,0.1975,0.1837,0.0352,0.1493,27.0,27.0,31.0,0.7619,SKIP,peak_r<0.2,0
2020-09-15,AMS,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_Ave_IsoK_STP,8662,5.0,0.6672,0.6693,0.6623,0.0068,0.6604,25.0,35.0,25.0,1.0,SHIFT,,14
2020-09-15,AMS-CVI,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_frac_CVI,300,-4.0,0.2188,0.2302,0.2022,0.0371,0.1817,13.0,13.0,14.0,0.7143,SHIFT,,15
2020-09-15,CCN,In-situ_Cloud_Condensation_Nuclei_Concentrations_From_the_DMT_CCN_Counter_on_the_NASA_HU-25_Falcon_N_CCN_stdPT,0,,,,,,,,,,,SKIP,n_valid=0<300; peak_r<0.2; monotonic_halfwidth_s<5,0
2020-09-15,Optical,In-situ_optical_aerosol_measurements_from_the_NASA_HU-25_Sc550_total,11162,-3.0,0.263,0.2766,0.2518,0.0384,0.2246,22.0,22.0,26.0,0.7619,SHIFT,,20
2020-09-16,AMS,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_Ave_IsoK_STP,11251,6.0,0.7334,0.7345,0.7274,0.0039,0.7294,24.0,36.0,24.0,1.0,SHIFT,,14
2020-09-16,AMS-CVI,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_frac_CVI,23,7.0,0.5235,0.6337,0.2442,0.1424,0.3811,10.0,29.0,10.0,0.5714,SKIP,n_valid=23<300,0
2020-09-16,CCN,In-situ_Cloud_Condensation_Nuclei_Concentrations_From_the_DMT_CCN_Counter_on_the_NASA_HU-25_Falcon_N_CCN_stdPT,0,,,,,,,,,,,SKIP,n_valid=0<300; peak_r<0.2; monotonic_halfwidth_s<5,0
2020-09-16,Optical,In-situ_optical_aerosol_measurements_from_the_NASA_HU-25_Sc550_total,12150,0.0,0.5775,0.6054,0.5775,0.0891,0.4884,28.0,28.0,30.0,0.8571,SHIFT,,0
2020-09-17,AMS,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_Ave_IsoK_STP,0,,,,,,,,,,,SKIP,n_valid=0<300; peak_r<0.2; monotonic_halfwidth_s<5,0
2020-09-17,AMS-CVI,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_frac_CVI,0,,,,,,,,,,,SKIP,n_valid=0<300; peak_r<0.2; monotonic_halfwidth_s<5,0
2020-09-17,CCN,In-situ_Cloud_Condensation_Nuclei_Concentrations_From_the_DMT_CCN_Counter_on_the_NASA_HU-25_Falcon_N_CCN_stdPT,0,,,,,,,,,,,SKIP,n_valid=0<300; peak_r<0.2; monotonic_halfwidth_s<5,0
2020-09-17,Optical,In-situ_optical_aerosol_measurements_from_the_NASA_HU-25_Sc550_total,0,,,,,,,,,,,SKIP,n_valid=0<300; peak_r<0.2; monotonic_halfwidth_s<5,0
2020-09-21,AMS,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_Ave_IsoK_STP,7334,17.0,0.4877,0.4908,0.4407,0.0037,0.4839,13.0,47.0,13.0,0.7619,SHIFT,,14
2020-09-21,AMS-CVI,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_frac_CVI,330,-15.0,0.0253,0.0484,-0.135,0.035,-0.0097,12.0,12.0,13.0,0.4762,SKIP,peak_r<0.2,0
2020-09-21,CCN,In-situ_Cloud_Condensation_Nuclei_Concentrations_From_the_DMT_CCN_Counter_on_the_NASA_HU-25_Falcon_N_CCN_stdPT,0,,,,,,,,,,,SKIP,n_valid=0<300; peak_r<0.2; monotonic_halfwidth_s<5,0
2020-09-21,Optical,In-situ_optical_aerosol_measurements_from_the_NASA_HU-25_Sc550_total,11641,-1.0,0.3861,0.4011,0.3836,0.0484,0.3376,29.0,29.0,31.0,0.8571,SHIFT,,20
2020-09-22,AMS,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_Ave_IsoK_STP,10119,11.0,0.5284,0.5294,0.5199,0.0026,0.5257,19.0,41.0,19.0,1.0,SHIFT,,14
2020-09-22,AMS-CVI,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_frac_CVI,386,-20.0,0.1625,0.1842,-0.0763,0.0369,0.1256,10.0,10.0,18.0,0.6667,SKIP,peak_r<0.2,0
2020-09-22,CCN,In-situ_Cloud_Condensation_Nuclei_Concentrations_From_the_DMT_CCN_Counter_on_the_NASA_HU-25_Falcon_N_CCN_stdPT,0,,,,,,,,,,,SKIP,n_valid=0<300; peak_r<0.2; monotonic_halfwidth_s<5,0
2020-09-22,Optical,In-situ_optical_aerosol_measurements_from_the_NASA_HU-25_Sc550_total,12627,-1.0,0.1592,0.1708,0.1586,0.0295,0.1297,23.0,23.0,31.0,0.7619,SKIP,peak_r<0.2,0
2020-09-23,AMS,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_Ave_IsoK_STP,11676,5.0,0.7942,0.7947,0.7928,0.0019,0.7922,25.0,35.0,25.0,1.0,SHIFT,,14
2020-09-23,AMS-CVI,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_frac_CVI,8,-30.0,0.9995,0.9999,0.8351,0.0007,0.9988,0.0,0.0,25.0,0.5455,SKIP,n_valid=8<300; monotonic_halfwidth_s<5,0
2020-09-23,CCN,In-situ_Cloud_Condensation_Nuclei_Concentrations_From_the_DMT_CCN_Counter_on_the_NASA_HU-25_Falcon_N_CCN_stdPT,0,,,,,,,,,,,SKIP,n_valid=0<300; peak_r<0.2; monotonic_halfwidth_s<5,0
2020-09-23,Optical,In-situ_optical_aerosol_measurements_from_the_NASA_HU-25_Sc550_total,11915,2.0,0.1711,0.1719,0.1707,0.0023,0.1688,28.0,32.0,28.0,1.0,SKIP,peak_r<0.2,0
2020-09-29,AMS,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_Ave_IsoK_STP,9600,-3.0,0.6003,0.6011,0.5995,0.002,0.5983,27.0,27.0,33.0,1.0,SHIFT,,14
2020-09-29,AMS-CVI,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_frac_CVI,121,30.0,0.0022,0.015,-0.4246,0.0375,-0.0354,0.0,13.0,0.0,0.6364,SKIP,n_valid=121<300; peak_r<0.2; monotonic_halfwidth_s<5,0
2020-09-29,CCN,In-situ_Cloud_Condensation_Nuclei_Concentrations_From_the_DMT_CCN_Counter_on_the_NASA_HU-25_Falcon_N_CCN_stdPT,0,,,,,,,,,,,SKIP,n_valid=0<300; peak_r<0.2; monotonic_halfwidth_s<5,0
2020-09-29,Optical,In-situ_optical_aerosol_measurements_from_the_NASA_HU-25_Sc550_total,7878,-3.0,0.3742,0.3943,0.3631,0.0418,0.3324,27.0,27.0,33.0,0.9048,SHIFT,,20
2020-09-30,AMS,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_Ave_IsoK_STP,9471,1.0,0.8324,0.8331,0.8323,0.0025,0.8299,29.0,31.0,29.0,1.0,SHIFT,,14
2020-09-30,AMS-CVI,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_frac_CVI,403,13.0,0.3313,0.3445,0.23,0.0141,0.3173,17.0,20.0,17.0,0.9048,SHIFT,,15
2020-09-30,CCN,In-situ_Cloud_Condensation_Nuclei_Concentrations_From_the_DMT_CCN_Counter_on_the_NASA_HU-25_Falcon_N_CCN_stdPT,0,,,,,,,,,,,SKIP,n_valid=0<300; peak_r<0.2; monotonic_halfwidth_s<5,0
2020-09-30,Optical,In-situ_optical_aerosol_measurements_from_the_NASA_HU-25_Sc550_total,11875,-2.0,0.431,0.4376,0.4278,0.0246,0.4064,28.0,28.0,32.0,0.8095,SHIFT,,20
